date,price,,,,,,,,,
2014/3/29,477.10 ,,,,,,,,,
2014/3/30,446.90 ,,,,,,,,,
2014/3/31,444.70 ,,,,,,,,,
2014/4/1,463.50 ,,,,,,,,,
2014/4/2,424.40 ,,,,,,,,,
2014/4/3,436.30 ,,,,,,,,,
2014/4/4,444.40 ,,,,,,,,,
2014/4/5,456.60 ,,,,,,,,,
2014/4/6,455.70 ,,,,,,,,,
2014/4/7,462.40 ,,,,,,,,,
2014/4/8,466.60 ,,,,,,,,,
2014/4/9,457.30 ,,,,,,,,,
2014/4/10,384.60 ,,,,,,,,,
2014/4/11,435.10 ,,,,,,,,,
2014/4/12,437.60 ,,,,,,,,,
2014/4/13,427.60 ,,,,,,,,,
2014/4/14,478.40 ,,,,,,,,,
2014/4/15,526.40 ,,,,,,,,,
2014/4/16,537.00 ,,,,,,,,,
2014/4/17,502.00 ,,,,,,,,,
2014/4/18,485.50 ,,,,,,,,,
2014/4/19,506.00 ,,,,,,,,,
2014/4/20,498.50 ,,,,,,,,,
2014/4/21,495.20 ,,,,,,,,,
2014/4/22,487.90 ,,,,,,,,,
2014/4/23,487.30 ,,,,,,,,,
2014/4/24,500.30 ,,,,,,,,,
2014/4/25,464.50 ,,,,,,,,,
2014/4/26,457.90 ,,,,,,,,,
2014/4/27,443.20 ,,,,,,,,,
2014/4/28,441.90 ,,,,,,,,,
2014/4/29,446.10 ,,,,,,,,,
2014/4/30,445.60 ,,,,,,,,,
2014/5/1,460.10 ,,,,,,,,,
2014/5/2,453.70 ,,,,,,,,,
2014/5/3,438.60 ,,,,,,,,,
2014/5/4,436.00 ,,,,,,,,,
2014/5/5,430.90 ,,,,,,,,,
2014/5/6,432.20 ,,,,,,,,,
2014/5/7,446.50 ,,,,,,,,,
2014/5/8,441.10 ,,,,,,,,,
2014/5/9,445.50 ,,,,,,,,,
2014/5/10,451.90 ,,,,,,,,,
2014/5/11,433.20 ,,,,,,,,,
2014/5/12,438.20 ,,,,,,,,,
2014/5/13,433.90 ,,,,,,,,,
2014/5/14,442.60 ,,,,,,,,,
2014/5/15,448.10 ,,,,,,,,,
2014/5/16,453.60 ,,,,,,,,,
2014/5/17,452.80 ,,,,,,,,,
2014/5/18,450.10 ,,,,,,,,,
2014/5/19,443.90 ,,,,,,,,,
2014/5/20,484.60 ,,,,,,,,,
2014/5/21,488.80 ,,,,,,,,,
2014/5/22,515.40 ,,,,,,,,,
2014/5/23,518.10 ,,,,,,,,,
2014/5/24,520.50 ,,,,,,,,,
2014/5/25,570.40 ,,,,,,,,,
2014/5/26,582.00 ,,,,,,,,,
2014/5/27,570.10 ,,,,,,,,,
2014/5/28,570.80 ,,,,,,,,,
2014/5/29,564.40 ,,,,,,,,,
2014/5/30,612.30 ,,,,,,,,,
2014/5/31,627.90 ,,,,,,,,,
2014/6/1,649.80 ,,,,,,,,,
2014/6/2,655.50 ,,,,,,,,,
2014/6/3,669.40 ,,,,,,,,,
2014/6/4,638.90 ,,,,,,,,,
2014/6/5,660.20 ,,,,,,,,,
2014/6/6,650.40 ,,,,,,,,,
2014/6/7,651.70 ,,,,,,,,,
2014/6/8,651.00 ,,,,,,,,,
2014/6/9,644.30 ,,,,,,,,,
2014/6/10,655.60 ,,,,,,,,,
2014/6/11,643.00 ,,,,,,,,,
2014/6/12,597.10 ,,,,,,,,,
2014/6/13,610.30 ,,,,,,,,,
2014/6/14,583.40 ,,,,,,,,,
2014/6/15,582.30 ,,,,,,,,,
2014/6/16,599.10 ,,,,,,,,,
2014/6/17,605.10 ,,,,,,,,,
2014/6/18,606.20 ,,,,,,,,,
2014/6/19,600.20 ,,,,,,,,,
2014/6/20,590.80 ,,,,,,,,,
2014/6/21,597.00 ,,,,,,,,,
2014/6/22,603.60 ,,,,,,,,,
2014/6/23,591.20 ,,,,,,,,,
2014/6/24,588.80 ,,,,,,,,,
2014/6/25,568.50 ,,,,,,,,,
2014/6/26,582.70 ,,,,,,,,,
2014/6/27,602.20 ,,,,,,,,,
2014/6/28,597.60 ,,,,,,,,,
2014/6/29,601.10 ,,,,,,,,,
2014/6/30,635.10 ,,,,,,,,,
2014/7/1,643.20 ,,,,,,,,,
2014/7/2,645.70 ,,,,,,,,,
2014/7/3,638.00 ,,,,,,,,,
2014/7/4,624.00 ,,,,,,,,,
2014/7/5,623.00 ,,,,,,,,,
2014/7/6,626.70 ,,,,,,,,,
2014/7/7,613.60 ,,,,,,,,,
2014/7/8,615.30 ,,,,,,,,,
2014/7/9,623.00 ,,,,,,,,,
2014/7/10,618.40 ,,,,,,,,,
2014/7/11,632.90 ,,,,,,,,,
2014/7/12,635.90 ,,,,,,,,,
2014/7/13,628.00 ,,,,,,,,,
2014/7/14,618.30 ,,,,,,,,,
2014/7/15,619.60 ,,,,,,,,,
2014/7/16,614.80 ,,,,,,,,,
2014/7/17,626.60 ,,,,,,,,,
2014/7/18,627.50 ,,,,,,,,,
2014/7/19,627.00 ,,,,,,,,,
2014/7/20,621.00 ,,,,,,,,,
2014/7/21,625.10 ,,,,,,,,,
2014/7/22,622.50 ,,,,,,,,,
2014/7/23,621.70 ,,,,,,,,,
2014/7/24,601.90 ,,,,,,,,,
2014/7/25,600.50 ,,,,,,,,,
2014/7/26,596.00 ,,,,,,,,,
2014/7/27,595.00 ,,,,,,,,,
2014/7/28,587.90 ,,,,,,,,,
2014/7/29,585.80 ,,,,,,,,,
2014/7/30,564.60 ,,,,,,,,,
2014/7/31,589.50 ,,,,,,,,,
2014/8/1,598.80 ,,,,,,,,,
2014/8/2,591.70 ,,,,,,,,,
2014/8/3,588.90 ,,,,,,,,,
2014/8/4,592.80 ,,,,,,,,,
2014/8/5,588.80 ,,,,,,,,,
2014/8/6,589.80 ,,,,,,,,,
2014/8/7,592.80 ,,,,,,,,,
2014/8/8,595.80 ,,,,,,,,,
2014/8/9,589.50 ,,,,,,,,,
2014/8/10,592.10 ,,,,,,,,,
2014/8/11,575.90 ,,,,,,,,,
2014/8/12,567.70 ,,,,,,,,,
2014/8/13,542.10 ,,,,,,,,,
2014/8/14,504.80 ,,,,,,,,,
2014/8/15,496.50 ,,,,,,,,,
2014/8/16,522.00 ,,,,,,,,,
2014/8/17,485.50 ,,,,,,,,,
2014/8/18,462.20 ,,,,,,,,,
2014/8/19,485.10 ,,,,,,,,,
2014/8/20,516.80 ,,,,,,,,,
2014/8/21,517.90 ,,,,,,,,,
2014/8/22,516.10 ,,,,,,,,,
2014/8/23,497.70 ,,,,,,,,,
2014/8/24,509.70 ,,,,,,,,,
2014/8/25,502.90 ,,,,,,,,,
2014/8/26,512.60 ,,,,,,,,,
2014/8/27,515.20 ,,,,,,,,,
2014/8/28,510.80 ,,,,,,,,,
2014/8/29,512.60 ,,,,,,,,,
2014/8/30,506.00 ,,,,,,,,,
2014/8/31,481.80 ,,,,,,,,,
2014/9/1,477.20 ,,,,,,,,,
2014/9/2,478.90 ,,,,,,,,,
2014/9/3,480.00 ,,,,,,,,,
2014/9/4,491.00 ,,,,,,,,,
2014/9/5,483.60 ,,,,,,,,,
2014/9/6,484.50 ,,,,,,,,,
2014/9/7,485.80 ,,,,,,,,,
2014/9/8,475.70 ,,,,,,,,,
2014/9/9,474.90 ,,,,,,,,,
2014/9/10,479.70 ,,,,,,,,,
2014/9/11,478.50 ,,,,,,,,,
2014/9/12,477.70 ,,,,,,,,,
2014/9/13,478.20 ,,,,,,,,,
2014/9/14,477.70 ,,,,,,,,,
2014/9/15,477.70 ,,,,,,,,,
2014/9/16,466.80 ,,,,,,,,,
2014/9/17,461.10 ,,,,,,,,,
2014/9/18,424.30 ,,,,,,,,,
2014/9/19,397.70 ,,,,,,,,,
2014/9/20,411.50 ,,,,,,,,,
2014/9/21,401.60 ,,,,,,,,,
2014/9/22,404.10 ,,,,,,,,,
2014/9/23,436.90 ,,,,,,,,,
2014/9/24,423.80 ,,,,,,,,,
2014/9/25,412.30 ,,,,,,,,,
2014/9/26,404.50 ,,,,,,,,,
2014/9/27,399.00 ,,,,,,,,,
2014/9/28,379.10 ,,,,,,,,,
2014/9/29,376.80 ,,,,,,,,,
2014/9/30,388.20 ,,,,,,,,,
2014/10/1,382.80 ,,,,,,,,,
2014/10/2,375.10 ,,,,,,,,,
2014/10/3,363.50 ,,,,,,,,,
2014/10/4,335.30 ,,,,,,,,,
2014/10/5,322.90 ,,,,,,,,,
2014/10/6,331.50 ,,,,,,,,,
2014/10/7,331.60 ,,,,,,,,,
2014/10/8,350.90 ,,,,,,,,,
2014/10/9,360.90 ,,,,,,,,,
2014/10/10,361.70 ,,,,,,,,,
2014/10/11,361.20 ,,,,,,,,,
2014/10/12,373.20 ,,,,,,,,,
2014/10/13,387.30 ,,,,,,,,,
2014/10/14,397.10 ,,,,,,,,,
2014/10/15,393.20 ,,,,,,,,,
2014/10/16,379.80 ,,,,,,,,,
2014/10/17,380.50 ,,,,,,,,,
2014/10/18,390.90 ,,,,,,,,,
2014/10/19,387.30 ,,,,,,,,,
2014/10/20,380.40 ,,,,,,,,,
2014/10/21,382.40 ,,,,,,,,,
2014/10/22,378.90 ,,,,,,,,,
2014/10/23,355.80 ,,,,,,,,,
2014/10/24,355.10 ,,,,,,,,,
2014/10/25,346.70 ,,,,,,,,,
2014/10/26,348.70 ,,,,,,,,,
2014/10/27,350.10 ,,,,,,,,,
2014/10/28,351.10 ,,,,,,,,,
2014/10/29,335.10 ,,,,,,,,,
2014/10/30,344.90 ,,,,,,,,,
2014/10/31,337.90 ,,,,,,,,,
2014/11/1,325.40 ,,,,,,,,,
2014/11/2,322.50 ,,,,,,,,,
2014/11/3,324.20 ,,,,,,,,,
2014/11/4,328.00 ,,,,,,,,,
2014/11/5,338.00 ,,,,,,,,,
2014/11/6,347.70 ,,,,,,,,,
2014/11/7,341.90 ,,,,,,,,,
2014/11/8,343.50 ,,,,,,,,,
2014/11/9,362.00 ,,,,,,,,,
2014/11/10,367.10 ,,,,,,,,,
2014/11/11,365.40 ,,,,,,,,,
2014/11/12,432.00 ,,,,,,,,,
2014/11/13,428.70 ,,,,,,,,,
2014/11/14,396.50 ,,,,,,,,,
2014/11/15,374.90 ,,,,,,,,,
2014/11/16,385.60 ,,,,,,,,,
2014/11/17,384.70 ,,,,,,,,,
2014/11/18,379.20 ,,,,,,,,,
2014/11/19,381.40 ,,,,,,,,,
2014/11/20,357.30 ,,,,,,,,,
2014/11/21,351.80 ,,,,,,,,,
2014/11/22,352.00 ,,,,,,,,,
2014/11/23,365.90 ,,,,,,,,,
2014/11/24,378.90 ,,,,,,,,,
2014/11/25,376.40 ,,,,,,,,,
2014/11/26,365.40 ,,,,,,,,,
2014/11/27,368.80 ,,,,,,,,,
2014/11/28,377.60 ,,,,,,,,,
2014/11/29,376.30 ,,,,,,,,,
2014/11/30,374.90 ,,,,,,,,,
2014/12/1,378.60 ,,,,,,,,,
2014/12/2,380.60 ,,,,,,,,,
2014/12/3,377.00 ,,,,,,,,,
2014/12/4,369.80 ,,,,,,,,,
2014/12/5,377.60 ,,,,,,,,,
2014/12/6,376.30 ,,,,,,,,,
2014/12/7,376.50 ,,,,,,,,,
2014/12/8,365.00 ,,,,,,,,,
2014/12/9,352.20 ,,,,,,,,,
2014/12/10,347.90 ,,,,,,,,,
2014/12/11,347.70 ,,,,,,,,,
2014/12/12,353.40 ,,,,,,,,,
2014/12/13,348.20 ,,,,,,,,,
2014/12/14,349.40 ,,,,,,,,,
2014/12/15,345.40 ,,,,,,,,,
2014/12/16,330.20 ,,,,,,,,,
2014/12/17,320.00 ,,,,,,,,,
2014/12/18,310.30 ,,,,,,,,,
2014/12/19,317.80 ,,,,,,,,,
2014/12/20,330.40 ,,,,,,,,,
2014/12/21,322.60 ,,,,,,,,,
2014/12/22,330.80 ,,,,,,,,,
2014/12/23,335.30 ,,,,,,,,,
2014/12/24,322.40 ,,,,,,,,,
2014/12/25,319.00 ,,,,,,,,,
2014/12/26,330.00 ,,,,,,,,,
2014/12/27,315.30 ,,,,,,,,,
2014/12/28,316.50 ,,,,,,,,,
2014/12/29,314.10 ,,,,,,,,,
2014/12/30,311.30 ,,,,,,,,,
2014/12/31,318.20 ,,,,,,,,,
2015/1/1,314.90 ,,,,,,,,,
2015/1/2,315.20 ,,,,,,,,,
2015/1/3,287.10 ,,,,,,,,,
2015/1/4,264.70 ,,,,,,,,,
2015/1/5,274.80 ,,,,,,,,,
2015/1/6,282.30 ,,,,,,,,,
2015/1/7,291.30 ,,,,,,,,,
2015/1/8,282.70 ,,,,,,,,,
2015/1/9,288.00 ,,,,,,,,,
2015/1/10,273.40 ,,,,,,,,,
2015/1/11,264.80 ,,,,,,,,,
2015/1/12,269.30 ,,,,,,,,,
2015/1/13,221.30 ,,,,,,,,,
2015/1/14,164.90 ,,,,,,,,,
2015/1/15,209.80 ,,,,,,,,,
2015/1/16,206.90 ,,,,,,,,,
2015/1/17,199.60 ,,,,,,,,,
2015/1/18,210.60 ,,,,,,,,,
2015/1/19,215.90 ,,,,,,,,,
2015/1/20,210.60 ,,,,,,,,,
2015/1/21,228.20 ,,,,,,,,,
2015/1/22,232.70 ,,,,,,,,,
2015/1/23,232.20 ,,,,,,,,,
2015/1/24,248.20 ,,,,,,,,,
2015/1/25,252.10 ,,,,,,,,,
2015/1/26,269.20 ,,,,,,,,,
2015/1/27,263.30 ,,,,,,,,,
2015/1/28,236.20 ,,,,,,,,,
2015/1/29,234.00 ,,,,,,,,,
2015/1/30,231.80 ,,,,,,,,,
2015/1/31,218.50 ,,,,,,,,,
2015/2/1,225.30 ,,,,,,,,,
2015/2/2,238.90 ,,,,,,,,,
2015/2/3,227.40 ,,,,,,,,,
2015/2/4,226.60 ,,,,,,,,,
2015/2/5,216.50 ,,,,,,,,,
2015/2/6,223.00 ,,,,,,,,,
2015/2/7,227.70 ,,,,,,,,,
2015/2/8,223.70 ,,,,,,,,,
2015/2/9,220.30 ,,,,,,,,,
2015/2/10,219.70 ,,,,,,,,,
2015/2/11,218.80 ,,,,,,,,,
2015/2/12,221.80 ,,,,,,,,,
2015/2/13,236.20 ,,,,,,,,,
2015/2/14,258.60 ,,,,,,,,,
2015/2/15,233.30 ,,,,,,,,,
2015/2/16,235.80 ,,,,,,,,,
2015/2/17,243.20 ,,,,,,,,,
2015/2/18,235.20 ,,,,,,,,,
2015/2/19,241.90 ,,,,,,,,,
2015/2/20,244.50 ,,,,,,,,,
2015/2/21,244.40 ,,,,,,,,,
2015/2/22,235.70 ,,,,,,,,,
2015/2/23,238.80 ,,,,,,,,,
2015/2/24,238.90 ,,,,,,,,,
2015/2/25,237.30 ,,,,,,,,,
2015/2/26,236.50 ,,,,,,,,,
2015/2/27,253.50 ,,,,,,,,,
2015/2/28,254.10 ,,,,,,,,,
2015/3/1,257.90 ,,,,,,,,,
2015/3/2,273.80 ,,,,,,,,,
2015/3/3,280.60 ,,,,,,,,,
2015/3/4,271.90 ,,,,,,,,,
2015/3/5,275.20 ,,,,,,,,,
2015/3/6,272.60 ,,,,,,,,,
2015/3/7,274.90 ,,,,,,,,,
2015/3/8,274.50 ,,,,,,,,,
2015/3/9,290.00 ,,,,,,,,,
2015/3/10,291.40 ,,,,,,,,,
2015/3/11,295.60 ,,,,,,,,,
2015/3/12,293.90 ,,,,,,,,,
2015/3/13,287.20 ,,,,,,,,,
2015/3/14,281.60 ,,,,,,,,,
2015/3/15,284.90 ,,,,,,,,,
2015/3/16,290.40 ,,,,,,,,,
2015/3/17,285.40 ,,,,,,,,,
2015/3/18,255.90 ,,,,,,,,,
2015/3/19,260.90 ,,,,,,,,,
2015/3/20,261.80 ,,,,,,,,,
2015/3/21,259.70 ,,,,,,,,,
2015/3/22,268.60 ,,,,,,,,,
2015/3/23,265.50 ,,,,,,,,,
2015/3/24,246.70 ,,,,,,,,,
2015/3/25,246.40 ,,,,,,,,,
2015/3/26,248.00 ,,,,,,,,,
2015/3/27,247.20 ,,,,,,,,,
2015/3/28,252.00 ,,,,,,,,,
2015/3/29,242.10 ,,,,,,,,,
2015/3/30,246.80 ,,,,,,,,,
2015/3/31,244.10 ,,,,,,,,,
2015/4/1,246.20 ,,,,,,,,,
2015/4/2,252.60 ,,,,,,,,,
2015/4/3,254.50 ,,,,,,,,,
2015/4/4,252.90 ,,,,,,,,,
2015/4/5,259.60 ,,,,,,,,,
2015/4/6,255.00 ,,,,,,,,,
2015/4/7,253.00 ,,,,,,,,,
2015/4/8,244.60 ,,,,,,,,,
2015/4/9,243.30 ,,,,,,,,,
2015/4/10,234.70 ,,,,,,,,,
2015/4/11,236.50 ,,,,,,,,,
2015/4/12,235.90 ,,,,,,,,,
2015/4/13,223.60 ,,,,,,,,,
2015/4/14,218.00 ,,,,,,,,,
2015/4/15,223.00 ,,,,,,,,,
2015/4/16,228.00 ,,,,,,,,,
2015/4/17,222.60 ,,,,,,,,,
2015/4/18,223.40 ,,,,,,,,,
2015/4/19,223.00 ,,,,,,,,,
2015/4/20,224.20 ,,,,,,,,,
2015/4/21,233.70 ,,,,,,,,,
2015/4/22,233.80 ,,,,,,,,,
2015/4/23,235.40 ,,,,,,,,,
2015/4/24,231.10 ,,,,,,,,,
2015/4/25,226.10 ,,,,,,,,,
2015/4/26,218.70 ,,,,,,,,,
2015/4/27,229.00 ,,,,,,,,,
2015/4/28,225.80 ,,,,,,,,,
2015/4/29,225.40 ,,,,,,,,,
2015/4/30,235.80 ,,,,,,,,,
2015/5/1,233.20 ,,,,,,,,,
2015/5/2,235.30 ,,,,,,,,,
2015/5/3,240.00 ,,,,,,,,,
2015/5/4,239.00 ,,,,,,,,,
2015/5/5,235.80 ,,,,,,,,,
2015/5/6,230.00 ,,,,,,,,,
2015/5/7,237.70 ,,,,,,,,,
2015/5/8,243.70 ,,,,,,,,,
2015/5/9,241.40 ,,,,,,,,,
2015/5/10,240.00 ,,,,,,,,,
2015/5/11,241.80 ,,,,,,,,,
2015/5/12,241.60 ,,,,,,,,,
2015/5/13,236.40 ,,,,,,,,,
2015/5/14,236.90 ,,,,,,,,,
2015/5/15,237.20 ,,,,,,,,,
2015/5/16,236.20 ,,,,,,,,,
2015/5/17,236.30 ,,,,,,,,,
2015/5/18,232.60 ,,,,,,,,,
2015/5/19,232.00 ,,,,,,,,,
2015/5/20,234.00 ,,,,,,,,,
2015/5/21,235.40 ,,,,,,,,,
2015/5/22,240.40 ,,,,,,,,,
2015/5/23,238.90 ,,,,,,,,,
2015/5/24,241.00 ,,,,,,,,,
2015/5/25,237.40 ,,,,,,,,,
2015/5/26,237.80 ,,,,,,,,,
2015/5/27,237.30 ,,,,,,,,,
2015/5/28,237.30 ,,,,,,,,,
2015/5/29,237.00 ,,,,,,,,,
2015/5/30,233.20 ,,,,,,,,,
2015/5/31,229.80 ,,,,,,,,,
2015/6/1,223.10 ,,,,,,,,,
2015/6/2,225.70 ,,,,,,,,,
2015/6/3,225.60 ,,,,,,,,,
2015/6/4,224.20 ,,,,,,,,,
2015/6/5,225.30 ,,,,,,,,,
2015/6/6,224.70 ,,,,,,,,,
2015/6/7,223.50 ,,,,,,,,,
2015/6/8,228.60 ,,,,,,,,,
2015/6/9,229.60 ,,,,,,,,,
2015/6/10,228.80 ,,,,,,,,,
2015/6/11,229.90 ,,,,,,,,,
2015/6/12,230.50 ,,,,,,,,,
2015/6/13,232.50 ,,,,,,,,,
2015/6/14,233.80 ,,,,,,,,,
2015/6/15,237.00 ,,,,,,,,,
2015/6/16,249.80 ,,,,,,,,,
2015/6/17,247.40 ,,,,,,,,,
2015/6/18,248.40 ,,,,,,,,,
2015/6/19,244.10 ,,,,,,,,,
2015/6/20,245.00 ,,,,,,,,,
2015/6/21,244.10 ,,,,,,,,,
2015/6/22,247.50 ,,,,,,,,,
2015/6/23,243.80 ,,,,,,,,,
2015/6/24,240.60 ,,,,,,,,,
2015/6/25,242.60 ,,,,,,,,,
2015/6/26,242.90 ,,,,,,,,,
2015/6/27,250.70 ,,,,,,,,,
2015/6/28,248.90 ,,,,,,,,,
2015/6/29,257.00 ,,,,,,,,,
2015/6/30,264.10 ,,,,,,,,,
2015/7/1,257.60 ,,,,,,,,,
2015/7/2,254.90 ,,,,,,,,,
2015/7/3,255.40 ,,,,,,,,,
2015/7/4,260.50 ,,,,,,,,,
2015/7/5,270.10 ,,,,,,,,,
2015/7/6,269.10 ,,,,,,,,,
2015/7/7,266.20 ,,,,,,,,,
2015/7/8,268.60 ,,,,,,,,,
2015/7/9,269.10 ,,,,,,,,,
2015/7/10,283.60 ,,,,,,,,,
2015/7/11,292.00 ,,,,,,,,,
2015/7/12,310.40 ,,,,,,,,,
2015/7/13,290.40 ,,,,,,,,,
2015/7/14,287.00 ,,,,,,,,,
2015/7/15,283.40 ,,,,,,,,,
2015/7/16,276.60 ,,,,,,,,,
2015/7/17,279.60 ,,,,,,,,,
2015/7/18,274.00 ,,,,,,,,,
2015/7/19,273.20 ,,,,,,,,,
2015/7/20,277.70 ,,,,,,,,,
2015/7/21,275.10 ,,,,,,,,,
2015/7/22,276.50 ,,,,,,,,,
2015/7/23,275.50 ,,,,,,,,,
2015/7/24,288.40 ,,,,,,,,,
2015/7/25,288.70 ,,,,,,,,,
2015/7/26,291.80 ,,,,,,,,,
2015/7/27,293.00 ,,,,,,,,,
2015/7/28,293.70 ,,,,,,,,,
2015/7/29,288.40 ,,,,,,,,,
2015/7/30,287.00 ,,,,,,,,,
2015/7/31,283.70 ,,,,,,,,,
2015/8/1,280.50 ,,,,,,,,,
2015/8/2,281.40 ,,,,,,,,,
2015/8/3,281.60 ,,,,,,,,,
2015/8/4,284.30 ,,,,,,,,,
2015/8/5,281.70 ,,,,,,,,,
2015/8/6,278.00 ,,,,,,,,,
2015/8/7,277.90 ,,,,,,,,,
2015/8/8,258.60 ,,,,,,,,,
2015/8/9,263.90 ,,,,,,,,,
2015/8/10,263.30 ,,,,,,,,,
2015/8/11,269.00 ,,,,,,,,,
2015/8/12,267.70 ,,,,,,,,,
2015/8/13,263.40 ,,,,,,,,,
2015/8/14,265.00 ,,,,,,,,,
2015/8/15,260.50 ,,,,,,,,,
2015/8/16,257.10 ,,,,,,,,,
2015/8/17,257.10 ,,,,,,,,,
2015/8/18,246.70 ,,,,,,,,,
2015/8/19,226.00 ,,,,,,,,,
2015/8/20,234.70 ,,,,,,,,,
2015/8/21,232.40 ,,,,,,,,,
2015/8/22,229.50 ,,,,,,,,,
2015/8/23,226.80 ,,,,,,,,,
2015/8/24,211.40 ,,,,,,,,,
2015/8/25,220.50 ,,,,,,,,,
2015/8/26,225.00 ,,,,,,,,,
2015/8/27,222.70 ,,,,,,,,,
2015/8/28,231.60 ,,,,,,,,,
2015/8/29,228.50 ,,,,,,,,,
2015/8/30,228.40 ,,,,,,,,,
2015/8/31,229.50 ,,,,,,,,,
2015/9/1,227.20 ,,,,,,,,,
2015/9/2,228.60 ,,,,,,,,,
2015/9/3,226.20 ,,,,,,,,,
2015/9/4,230.30 ,,,,,,,,,
2015/9/5,233.70 ,,,,,,,,,
2015/9/6,239.90 ,,,,,,,,,
2015/9/7,239.60 ,,,,,,,,,
2015/9/8,243.20 ,,,,,,,,,
2015/9/9,237.40 ,,,,,,,,,
2015/9/10,238.10 ,,,,,,,,,
2015/9/11,239.90 ,,,,,,,,,
2015/9/12,235.60 ,,,,,,,,,
2015/9/13,230.20 ,,,,,,,,,
2015/9/14,229.90 ,,,,,,,,,
2015/9/15,229.50 ,,,,,,,,,
2015/9/16,228.60 ,,,,,,,,,
2015/9/17,232.70 ,,,,,,,,,
2015/9/18,232.20 ,,,,,,,,,
2015/9/19,231.10 ,,,,,,,,,
2015/9/20,231.10 ,,,,,,,,,
2015/9/21,226.30 ,,,,,,,,,
2015/9/22,230.00 ,,,,,,,,,
2015/9/23,229.90 ,,,,,,,,,
2015/9/24,233.80 ,,,,,,,,,
2015/9/25,235.00 ,,,,,,,,,
2015/9/26,234.30 ,,,,,,,,,
2015/9/27,232.50 ,,,,,,,,,
2015/9/28,238.90 ,,,,,,,,,
2015/9/29,236.70 ,,,,,,,,,
2015/9/30,235.90 ,,,,,,,,,
2015/10/1,237.10 ,,,,,,,,,
2015/10/2,236.70 ,,,,,,,,,
2015/10/3,238.60 ,,,,,,,,,
2015/10/4,238.30 ,,,,,,,,,
2015/10/5,240.10 ,,,,,,,,,
2015/10/6,246.10 ,,,,,,,,,
2015/10/7,243.00 ,,,,,,,,,
2015/10/8,242.60 ,,,,,,,,,
2015/10/9,244.00 ,,,,,,,,,
2015/10/10,245.40 ,,,,,,,,,
2015/10/11,247.60 ,,,,,,,,,
2015/10/12,245.40 ,,,,,,,,,
2015/10/13,248.80 ,,,,,,,,,
2015/10/14,252.30 ,,,,,,,,,
2015/10/15,254.40 ,,,,,,,,,
2015/10/16,262.90 ,,,,,,,,,
2015/10/17,269.60 ,,,,,,,,,
2015/10/18,261.70 ,,,,,,,,,
2015/10/19,263.80 ,,,,,,,,,
2015/10/20,269.80 ,,,,,,,,,
2015/10/21,267.10 ,,,,,,,,,
2015/10/22,274.40 ,,,,,,,,,
2015/10/23,276.90 ,,,,,,,,,
2015/10/24,282.60 ,,,,,,,,,
2015/10/25,287.90 ,,,,,,,,,
2015/10/26,285.10 ,,,,,,,,,
2015/10/27,294.70 ,,,,,,,,,
2015/10/28,303.50 ,,,,,,,,,
2015/10/29,313.60 ,,,,,,,,,
2015/10/30,327.10 ,,,,,,,,,
2015/10/31,311.20 ,,,,,,,,,
2015/11/1,323.00 ,,,,,,,,,
2015/11/2,359.30 ,,,,,,,,,
2015/11/3,396.50 ,,,,,,,,,
2015/11/4,400.90 ,,,,,,,,,
2015/11/5,382.70 ,,,,,,,,,
2015/11/6,369.80 ,,,,,,,,,
2015/11/7,385.10 ,,,,,,,,,
2015/11/8,371.60 ,,,,,,,,,
2015/11/9,380.20 ,,,,,,,,,
2015/11/10,336.70 ,,,,,,,,,
2015/11/11,304.70 ,,,,,,,,,
2015/11/12,333.90 ,,,,,,,,,
2015/11/13,333.80 ,,,,,,,,,
2015/11/14,331.80 ,,,,,,,,,
2015/11/15,317.50 ,,,,,,,,,
2015/11/16,330.20 ,,,,,,,,,
2015/11/17,333.90 ,,,,,,,,,
2015/11/18,335.90 ,,,,,,,,,
2015/11/19,325.00 ,,,,,,,,,
2015/11/20,321.10 ,,,,,,,,,
2015/11/21,324.70 ,,,,,,,,,
2015/11/22,322.80 ,,,,,,,,,
2015/11/23,322.10 ,,,,,,,,,
2015/11/24,318.40 ,,,,,,,,,
2015/11/25,327.50 ,,,,,,,,,
2015/11/26,353.70 ,,,,,,,,,
2015/11/27,359.50 ,,,,,,,,,
2015/11/28,355.80 ,,,,,,,,,
2015/11/29,370.80 ,,,,,,,,,
2015/11/30,378.00 ,,,,,,,,,
2015/12/1,361.80 ,,,,,,,,,
2015/12/2,360.00 ,,,,,,,,,
2015/12/3,360.30 ,,,,,,,,,
2015/12/4,361.70 ,,,,,,,,,
2015/12/5,386.70 ,,,,,,,,,
2015/12/6,393.40 ,,,,,,,,,
2015/12/7,394.30 ,,,,,,,,,
2015/12/8,410.70 ,,,,,,,,,
2015/12/9,416.00 ,,,,,,,,,
2015/12/10,415.50 ,,,,,,,,,
2015/12/11,449.80 ,,,,,,,,,
2015/12/12,432.30 ,,,,,,,,,
2015/12/13,434.70 ,,,,,,,,,
2015/12/14,442.00 ,,,,,,,,,
2015/12/15,462.60 ,,,,,,,,,
2015/12/16,454.00 ,,,,,,,,,
2015/12/17,455.50 ,,,,,,,,,
2015/12/18,463.20 ,,,,,,,,,
2015/12/19,461.20 ,,,,,,,,,
2015/12/20,441.80 ,,,,,,,,,
2015/12/21,437.60 ,,,,,,,,,
2015/12/22,437.00 ,,,,,,,,,
2015/12/23,442.40 ,,,,,,,,,
