日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2018/2/8,股票,长江电力(600900.XSHG),多,100股,100股,16.22,1622,1223.97,3.98,-,0,-5,0股,307.51%,0.09%
2018/2/8,股票,宁波银行(002142.XSHE),多,84股,84股,19.99,1679.16,1250.11,5.11,-,0,-15.12,0股,291.37%,0.09%
2018/2/8,股票,上海机场(600009.XSHG),多,100股,100股,46.01,4601,3466.36,11.35,-,0,-170,0股,305.50%,0.26%
2018/2/8,股票,万科A(000002.XSHE),多,200股,200股,32.75,6550,5435.54,5.57,-,0,-46,0股,487.73%,0.37%
2018/2/8,股票,格力电器(000651.XSHE),多,100股,100股,51,5100,3994.61,11.05,-,0,72,0股,361.38%,0.29%
2018/2/8,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/8,,Cash,,,,,1741201.68,,,,,,,,
2018/2/9,股票,招商银行(600036.XSHG),多,100股,100股,30.71,3071,2193.78,8.77,-,0,-57,0股,250.09%,0.17%
2018/2/9,股票,长江电力(600900.XSHG),多,100股,100股,15.97,1597,1198.97,3.98,-,0,-25,0股,301.23%,0.09%
2018/2/9,股票,宁波银行(002142.XSHE),多,84股,84股,18.84,1582.56,1153.51,5.11,-,0,-96.6,0股,268.86%,0.09%
2018/2/9,股票,上海机场(600009.XSHG),多,100股,100股,44.22,4422,3287.36,11.35,-,0,-179,0股,289.73%,0.25%
2018/2/9,股票,万科A(000002.XSHE),多,200股,200股,31.27,6254,5139.54,5.57,-,0,-296,0股,461.17%,0.35%
2018/2/9,股票,格力电器(000651.XSHE),多,100股,100股,49.45,4945,3839.61,11.05,-,0,-155,0股,347.35%,0.28%
2018/2/9,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/9,,Cash,,,,,1741201.68,,,,,,,,
2018/2/12,股票,招商银行(600036.XSHG),多,100股,100股,30.05,3005,2127.78,8.77,-,0,-66,0股,242.56%,0.17%
2018/2/12,股票,长江电力(600900.XSHG),多,100股,100股,15.6,1560,1161.97,3.98,-,0,-37,0股,291.93%,0.09%
2018/2/12,股票,宁波银行(002142.XSHE),多,84股,84股,19.26,1617.84,1188.79,5.11,-,0,35.28,0股,277.08%,0.09%
2018/2/12,股票,上海机场(600009.XSHG),多,100股,100股,43.43,4343,3208.36,11.35,-,0,-79,0股,282.77%,0.25%
2018/2/12,股票,万科A(000002.XSHE),多,200股,200股,31.9,6380,5265.54,5.57,-,0,126,0股,472.48%,0.36%
2018/2/12,股票,格力电器(000651.XSHE),多,100股,100股,51.51,5151,4045.61,11.05,-,0,206,0股,365.99%,0.29%
2018/2/12,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/12,,Cash,,,,,1741201.68,,,,,,,,
2018/2/13,股票,招商银行(600036.XSHG),多,100股,100股,30.91,3091,2213.78,8.77,-,0,86,0股,252.37%,0.17%
2018/2/13,股票,长江电力(600900.XSHG),多,100股,100股,15.76,1576,1177.97,3.98,-,0,16,0股,295.95%,0.09%
2018/2/13,股票,宁波银行(002142.XSHE),多,84股,84股,20.05,1684.2,1255.15,5.11,-,0,66.36,0股,292.55%,0.10%
2018/2/13,股票,上海机场(600009.XSHG),多,100股,100股,43.77,4377,3242.36,11.35,-,0,34,0股,285.76%,0.25%
2018/2/13,股票,万科A(000002.XSHE),多,200股,200股,32.73,6546,5431.54,5.57,-,0,166,0股,487.37%,0.37%
2018/2/13,股票,格力电器(000651.XSHE),多,100股,100股,52.4,5240,4134.61,11.05,-,0,89,0股,374.04%,0.30%
2018/2/13,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/13,,Cash,,,,,1741201.68,,,,,,,,
2018/2/14,股票,招商银行(600036.XSHG),多,100股,100股,31.37,3137,2259.78,8.77,-,0,46,0股,257.61%,0.18%
2018/2/14,股票,长江电力(600900.XSHG),多,100股,100股,15.99,1599,1200.97,3.98,-,0,23,0股,301.73%,0.09%
2018/2/14,股票,宁波银行(002142.XSHE),多,84股,84股,19.91,1672.44,1243.39,5.11,-,0,-11.76,0股,289.80%,0.09%
2018/2/14,股票,上海机场(600009.XSHG),多,100股,100股,43.82,4382,3247.36,11.35,-,0,5,0股,286.20%,0.25%
2018/2/14,股票,万科A(000002.XSHE),多,200股,200股,33.17,6634,5519.54,5.57,-,0,88,0股,495.27%,0.38%
2018/2/14,股票,格力电器(000651.XSHE),多,100股,100股,54.24,5424,4318.61,11.05,-,0,184,0股,390.69%,0.31%
2018/2/14,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/14,,Cash,,,,,1741201.68,,,,,,,,
2018/2/22,股票,招商银行(600036.XSHG),多,100股,100股,31.5,3150,2272.78,8.77,-,0,13,0股,259.09%,0.18%
2018/2/22,股票,长江电力(600900.XSHG),多,100股,100股,16.11,1611,1212.97,3.98,-,0,12,0股,304.74%,0.09%
2018/2/22,股票,宁波银行(002142.XSHE),多,84股,84股,20.68,1737.12,1308.07,5.11,-,0,64.68,0股,304.88%,0.10%
2018/2/22,股票,上海机场(600009.XSHG),多,100股,100股,46.63,4663,3528.36,11.35,-,0,281,0股,310.97%,0.26%
2018/2/22,股票,万科A(000002.XSHE),多,200股,200股,33.7,6740,5625.54,5.57,-,0,106,0股,504.78%,0.38%
2018/2/22,股票,格力电器(000651.XSHE),多,100股,100股,54.99,5499,4393.61,11.05,-,0,75,0股,397.47%,0.31%
2018/2/22,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/22,,Cash,,,,,1741201.68,,,,,,,,
2018/2/23,股票,招商银行(600036.XSHG),多,100股,100股,31.78,3178,2300.78,8.77,-,0,28,0股,262.28%,0.18%
2018/2/23,股票,长江电力(600900.XSHG),多,100股,100股,16.25,1625,1226.97,3.98,-,0,14,0股,308.26%,0.09%
2018/2/23,股票,宁波银行(002142.XSHE),多,84股,84股,20.68,1737.12,1308.07,5.11,-,0,0,0股,304.88%,0.10%
2018/2/23,股票,上海机场(600009.XSHG),多,100股,100股,46.86,4686,3551.36,11.35,-,0,23,0股,313%,0.26%
2018/2/23,股票,万科A(000002.XSHE),多,200股,200股,34.72,6944,5829.54,5.57,-,0,204,0股,523.08%,0.39%
2018/2/23,股票,格力电器(000651.XSHE),多,100股,100股,54.06,5406,4300.61,11.05,-,0,-93,0股,389.06%,0.31%
2018/2/23,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/23,,Cash,,,,,1741201.68,,,,,,,,
2018/2/26,股票,招商银行(600036.XSHG),多,100股,100股,31.51,3151,2273.78,8.77,-,0,-27,0股,259.20%,0.18%
2018/2/26,股票,长江电力(600900.XSHG),多,100股,100股,16.41,1641,1242.97,3.98,-,0,16,0股,312.28%,0.09%
2018/2/26,股票,宁波银行(002142.XSHE),多,84股,84股,20.99,1763.16,1334.11,5.11,-,0,26.04,0股,310.95%,0.10%
2018/2/26,股票,上海机场(600009.XSHG),多,100股,100股,49.69,4969,3834.36,11.35,-,0,283,0股,337.94%,0.28%
2018/2/26,股票,万科A(000002.XSHE),多,200股,200股,34.18,6836,5721.54,5.57,-,0,-108,0股,513.39%,0.39%
2018/2/26,股票,格力电器(000651.XSHE),多,100股,100股,54.65,5465,4359.61,11.05,-,0,59,0股,394.40%,0.31%
2018/2/26,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/26,,Cash,,,,,1741201.68,,,,,,,,
2018/2/27,股票,招商银行(600036.XSHG),多,100股,100股,30.87,3087,2209.78,8.77,-,0,-64,0股,251.91%,0.17%
2018/2/27,股票,长江电力(600900.XSHG),多,100股,100股,16.54,1654,1255.97,3.98,-,0,13,0股,315.55%,0.09%
2018/2/27,股票,宁波银行(002142.XSHE),多,84股,84股,20.16,1693.44,1264.39,5.11,-,0,-69.72,0股,294.70%,0.10%
2018/2/27,股票,上海机场(600009.XSHG),多,100股,100股,49.68,4968,3833.36,11.35,-,0,-1,0股,337.85%,0.28%
2018/2/27,股票,万科A(000002.XSHE),多,200股,200股,32.9,6580,5465.54,5.57,-,0,-256,0股,490.42%,0.37%
2018/2/27,股票,格力电器(000651.XSHE),多,100股,100股,52.01,5201,4095.61,11.05,-,0,-264,0股,370.51%,0.29%
2018/2/27,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/27,,Cash,,,,,1741201.68,,,,,,,,
2018/2/28,股票,招商银行(600036.XSHG),多,100股,100股,30.3,3030,2152.78,8.77,-,0,-57,0股,245.41%,0.17%
2018/2/28,股票,长江电力(600900.XSHG),多,100股,100股,16.47,1647,1248.97,3.98,-,0,-7,0股,313.79%,0.09%
2018/2/28,股票,宁波银行(002142.XSHE),多,84股,84股,20.28,1703.52,1274.47,5.11,-,0,10.08,0股,297.05%,0.10%
2018/2/28,股票,上海机场(600009.XSHG),多,100股,100股,48.87,4887,3752.36,11.35,-,0,-81,0股,330.71%,0.28%
2018/2/28,股票,万科A(000002.XSHE),多,200股,200股,32.7,6540,5425.54,5.57,-,0,-40,0股,486.83%,0.37%
2018/2/28,股票,格力电器(000651.XSHE),多,100股,100股,51.69,5169,4063.61,11.05,-,0,-32,0股,367.62%,0.29%
2018/2/28,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/2/28,,Cash,,,,,1741201.68,,,,,,,,
2018/3/1,股票,招商银行(600036.XSHG),多,100股,100股,30.4,3040,2162.78,8.77,-,0,10,0股,246.55%,0.17%
2018/3/1,股票,长江电力(600900.XSHG),多,100股,100股,16.49,1649,1250.97,3.98,-,0,2,0股,314.29%,0.09%
2018/3/1,股票,宁波银行(002142.XSHE),多,84股,84股,20.64,1733.76,1304.71,5.11,-,0,30.24,0股,304.10%,0.10%
2018/3/1,股票,上海机场(600009.XSHG),多,100股,100股,49.33,4933,3798.36,11.35,-,0,46,0股,334.76%,0.28%
2018/3/1,股票,万科A(000002.XSHE),多,200股,200股,32.41,6482,5367.54,5.57,-,0,-58,0股,481.63%,0.37%
2018/3/1,股票,格力电器(000651.XSHE),多,100股,100股,51.58,5158,4052.61,11.05,-,0,-11,0股,366.62%,0.29%
2018/3/1,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/1,,Cash,,,,,1741201.68,,,,,,,,
2018/3/2,股票,招商银行(600036.XSHG),多,100股,100股,30.03,3003,2125.78,8.77,-,0,-37,0股,242.33%,0.17%
2018/3/2,股票,长江电力(600900.XSHG),多,100股,100股,16.75,1675,1276.97,3.98,-,0,26,0股,320.82%,0.09%
2018/3/2,股票,宁波银行(002142.XSHE),多,84股,84股,20.21,1697.64,1268.59,5.11,-,0,-36.12,0股,295.68%,0.10%
2018/3/2,股票,上海机场(600009.XSHG),多,100股,100股,50.35,5035,3900.36,11.35,-,0,102,0股,343.75%,0.28%
2018/3/2,股票,万科A(000002.XSHE),多,200股,200股,32.28,6456,5341.54,5.57,-,0,-26,0股,479.30%,0.36%
2018/3/2,股票,格力电器(000651.XSHE),多,100股,100股,52.48,5248,4142.61,11.05,-,0,90,0股,374.77%,0.30%
2018/3/2,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/2,,Cash,,,,,1741201.68,,,,,,,,
2018/3/5,股票,招商银行(600036.XSHG),多,100股,100股,30.15,3015,2137.78,8.77,-,0,12,0股,243.70%,0.17%
2018/3/5,股票,长江电力(600900.XSHG),多,100股,100股,16.84,1684,1285.97,3.98,-,0,9,0股,323.08%,0.10%
2018/3/5,股票,宁波银行(002142.XSHE),多,84股,84股,19.7,1654.8,1225.75,5.11,-,0,-42.84,0股,285.69%,0.09%
2018/3/5,股票,上海机场(600009.XSHG),多,100股,100股,50.22,5022,3887.36,11.35,-,0,-13,0股,342.61%,0.28%
2018/3/5,股票,万科A(000002.XSHE),多,200股,200股,32.18,6436,5321.54,5.57,-,0,-20,0股,477.50%,0.36%
2018/3/5,股票,格力电器(000651.XSHE),多,100股,100股,51.63,5163,4057.61,11.05,-,0,-85,0股,367.08%,0.29%
2018/3/5,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/5,,Cash,,,,,1741201.68,,,,,,,,
2018/3/6,股票,招商银行(600036.XSHG),多,100股,100股,30.04,3004,2126.78,8.77,-,0,-11,0股,242.45%,0.17%
2018/3/6,股票,长江电力(600900.XSHG),多,100股,100股,16.66,1666,1267.97,3.98,-,0,-18,0股,318.56%,0.09%
2018/3/6,股票,宁波银行(002142.XSHE),多,84股,84股,19.89,1670.76,1241.71,5.11,-,0,15.96,0股,289.41%,0.09%
2018/3/6,股票,上海机场(600009.XSHG),多,100股,100股,49.16,4916,3781.36,11.35,-,0,-106,0股,333.27%,0.28%
2018/3/6,股票,万科A(000002.XSHE),多,200股,200股,33.67,6734,5619.54,5.57,-,0,298,0股,504.24%,0.38%
2018/3/6,股票,格力电器(000651.XSHE),多,100股,100股,51.87,5187,4081.61,11.05,-,0,24,0股,369.25%,0.29%
2018/3/6,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/6,,Cash,,,,,1741201.68,,,,,,,,
2018/3/7,股票,招商银行(600036.XSHG),多,100股,100股,30.77,3077,2199.78,8.77,-,0,73,0股,250.77%,0.17%
2018/3/7,股票,长江电力(600900.XSHG),多,100股,100股,16.67,1667,1268.97,3.98,-,0,1,0股,318.81%,0.09%
2018/3/7,股票,宁波银行(002142.XSHE),多,84股,84股,20.48,1720.32,1291.27,5.11,-,0,49.56,0股,300.96%,0.10%
2018/3/7,股票,上海机场(600009.XSHG),多,100股,100股,49.22,4922,3787.36,11.35,-,0,6,0股,333.80%,0.28%
2018/3/7,股票,万科A(000002.XSHE),多,200股,200股,32.9,6580,5465.54,5.57,-,0,-154,0股,490.42%,0.37%
2018/3/7,股票,格力电器(000651.XSHE),多,100股,100股,51.72,5172,4066.61,11.05,-,0,-15,0股,367.89%,0.29%
2018/3/7,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/7,,Cash,,,,,1741201.68,,,,,,,,
2018/3/8,股票,招商银行(600036.XSHG),多,100股,100股,30.92,3092,2214.78,8.77,-,0,15,0股,252.48%,0.17%
2018/3/8,股票,长江电力(600900.XSHG),多,100股,100股,16.95,1695,1296.97,3.98,-,0,28,0股,325.85%,0.10%
2018/3/8,股票,宁波银行(002142.XSHE),多,84股,84股,20.58,1728.72,1299.67,5.11,-,0,8.4,0股,302.92%,0.10%
2018/3/8,股票,上海机场(600009.XSHG),多,100股,100股,49.64,4964,3829.36,11.35,-,0,42,0股,337.50%,0.28%
2018/3/8,股票,万科A(000002.XSHE),多,200股,200股,33.64,6728,5613.54,5.57,-,0,148,0股,503.70%,0.38%
2018/3/8,股票,格力电器(000651.XSHE),多,100股,100股,53.16,5316,4210.61,11.05,-,0,144,0股,380.92%,0.30%
2018/3/8,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/8,,Cash,,,,,1741201.68,,,,,,,,
2018/3/9,股票,招商银行(600036.XSHG),多,100股,100股,31.15,3115,2237.78,8.77,-,0,23,0股,255.10%,0.18%
2018/3/9,股票,长江电力(600900.XSHG),多,100股,100股,16.96,1696,1297.97,3.98,-,0,1,0股,326.10%,0.10%
2018/3/9,股票,宁波银行(002142.XSHE),多,84股,84股,20.28,1703.52,1274.47,5.11,-,0,-25.2,0股,297.05%,0.10%
2018/3/9,股票,上海机场(600009.XSHG),多,100股,100股,50.83,5083,3948.36,11.35,-,0,119,0股,347.98%,0.29%
2018/3/9,股票,万科A(000002.XSHE),多,200股,200股,33.46,6692,5577.54,5.57,-,0,-36,0股,500.47%,0.38%
2018/3/9,股票,格力电器(000651.XSHE),多,100股,100股,53.04,5304,4198.61,11.05,-,0,-12,0股,379.83%,0.30%
2018/3/9,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/9,,Cash,,,,,1741201.68,,,,,,,,
2018/3/12,股票,招商银行(600036.XSHG),多,100股,100股,30.84,3084,2206.78,8.77,-,0,-31,0股,251.57%,0.17%
2018/3/12,股票,长江电力(600900.XSHG),多,100股,100股,16.7,1670,1271.97,3.98,-,0,-26,0股,319.57%,0.09%
2018/3/12,股票,宁波银行(002142.XSHE),多,84股,84股,19.93,1674.12,1245.07,5.11,-,0,-29.4,0股,290.20%,0.09%
2018/3/12,股票,上海机场(600009.XSHG),多,100股,100股,50.09,5009,3874.36,11.35,-,0,-74,0股,341.46%,0.28%
2018/3/12,股票,万科A(000002.XSHE),多,200股,200股,32.62,6524,5409.54,5.57,-,0,-168,0股,485.40%,0.37%
2018/3/12,股票,格力电器(000651.XSHE),多,100股,100股,53.29,5329,4223.61,11.05,-,0,25,0股,382.09%,0.30%
2018/3/12,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/12,,Cash,,,,,1741201.68,,,,,,,,
2018/3/13,股票,招商银行(600036.XSHG),多,100股,100股,30.73,3073,2195.78,8.77,-,0,-11,0股,250.31%,0.17%
2018/3/13,股票,长江电力(600900.XSHG),多,100股,100股,16.7,1670,1271.97,3.98,-,0,0,0股,319.57%,0.09%
2018/3/13,股票,宁波银行(002142.XSHE),多,84股,84股,19.92,1673.28,1244.23,5.11,-,0,-0.84,0股,290%,0.09%
2018/3/13,股票,上海机场(600009.XSHG),多,100股,100股,50.54,5054,3919.36,11.35,-,0,45,0股,345.43%,0.29%
2018/3/13,股票,万科A(000002.XSHE),多,200股,200股,32.48,6496,5381.54,5.57,-,0,-28,0股,482.89%,0.37%
2018/3/13,股票,格力电器(000651.XSHE),多,100股,100股,53,5300,4194.61,11.05,-,0,-29,0股,379.47%,0.30%
2018/3/13,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/13,,Cash,,,,,1741201.68,,,,,,,,
2018/3/14,股票,招商银行(600036.XSHG),多,100股,100股,30.39,3039,2161.78,8.77,-,0,-34,0股,246.44%,0.17%
2018/3/14,股票,长江电力(600900.XSHG),多,100股,100股,16.7,1670,1271.97,3.98,-,0,0,0股,319.57%,0.09%
2018/3/14,股票,宁波银行(002142.XSHE),多,84股,84股,19.7,1654.8,1225.75,5.11,-,0,-18.48,0股,285.69%,0.09%
2018/3/14,股票,上海机场(600009.XSHG),多,100股,100股,49.84,4984,3849.36,11.35,-,0,-70,0股,339.26%,0.28%
2018/3/14,股票,万科A(000002.XSHE),多,200股,200股,32.7,6540,5425.54,5.57,-,0,44,0股,486.83%,0.37%
2018/3/14,股票,格力电器(000651.XSHE),多,100股,100股,52.18,5218,4112.61,11.05,-,0,-82,0股,372.05%,0.29%
2018/3/14,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/14,,Cash,,,,,1741201.68,,,,,,,,
2018/3/15,股票,招商银行(600036.XSHG),多,100股,100股,30.52,3052,2174.78,8.77,-,0,13,0股,247.92%,0.17%
2018/3/15,股票,长江电力(600900.XSHG),多,100股,100股,16.65,1665,1266.97,3.98,-,0,-5,0股,318.31%,0.09%
2018/3/15,股票,宁波银行(002142.XSHE),多,84股,84股,19.71,1655.64,1226.59,5.11,-,0,0.84,0股,285.89%,0.09%
2018/3/15,股票,上海机场(600009.XSHG),多,100股,100股,50,5000,3865.36,11.35,-,0,16,0股,340.67%,0.28%
2018/3/15,股票,万科A(000002.XSHE),多,200股,200股,32.66,6532,5417.54,5.57,-,0,-8,0股,486.12%,0.37%
2018/3/15,股票,格力电器(000651.XSHE),多,100股,100股,53.8,5380,4274.61,11.05,-,0,162,0股,386.71%,0.30%
2018/3/15,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/15,,Cash,,,,,1741201.68,,,,,,,,
2018/3/16,股票,招商银行(600036.XSHG),多,100股,100股,30.13,3013,2135.78,8.77,-,0,-39,0股,243.47%,0.17%
2018/3/16,股票,长江电力(600900.XSHG),多,100股,100股,16.65,1665,1266.97,3.98,-,0,0,0股,318.31%,0.09%
2018/3/16,股票,宁波银行(002142.XSHE),多,84股,84股,19.67,1652.28,1223.23,5.11,-,0,-3.36,0股,285.11%,0.09%
2018/3/16,股票,上海机场(600009.XSHG),多,100股,100股,49.34,4934,3799.36,11.35,-,0,-66,0股,334.85%,0.28%
2018/3/16,股票,万科A(000002.XSHE),多,200股,200股,32.63,6526,5411.54,5.57,-,0,-6,0股,485.58%,0.37%
2018/3/16,股票,格力电器(000651.XSHE),多,100股,100股,53.42,5342,4236.61,11.05,-,0,-38,0股,383.27%,0.30%
2018/3/16,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/16,,Cash,,,,,1741201.68,,,,,,,,
2018/3/19,股票,招商银行(600036.XSHG),多,100股,100股,30.71,3071,2193.78,8.77,-,0,58,0股,250.09%,0.17%
2018/3/19,股票,长江电力(600900.XSHG),多,100股,100股,16.65,1665,1266.97,3.98,-,0,0,0股,318.31%,0.09%
2018/3/19,股票,宁波银行(002142.XSHE),多,84股,84股,19.86,1668.24,1239.19,5.11,-,0,15.96,0股,288.83%,0.09%
2018/3/19,股票,上海机场(600009.XSHG),多,100股,100股,50.14,5014,3879.36,11.35,-,0,80,0股,341.90%,0.28%
2018/3/19,股票,万科A(000002.XSHE),多,200股,200股,31.58,6316,5201.54,5.57,-,0,-210,0股,466.73%,0.36%
2018/3/19,股票,格力电器(000651.XSHE),多,100股,100股,52.93,5293,4187.61,11.05,-,0,-49,0股,378.84%,0.30%
2018/3/19,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/19,,Cash,,,,,1741201.68,,,,,,,,
2018/3/20,股票,招商银行(600036.XSHG),多,100股,100股,30.99,3099,2221.78,8.77,-,0,28,0股,253.28%,0.18%
2018/3/20,股票,长江电力(600900.XSHG),多,100股,100股,16.68,1668,1269.97,3.98,-,0,3,0股,319.06%,0.09%
2018/3/20,股票,宁波银行(002142.XSHE),多,84股,84股,19.86,1668.24,1239.19,5.11,-,0,0,0股,288.83%,0.09%
2018/3/20,股票,上海机场(600009.XSHG),多,100股,100股,49.99,4999,3864.36,11.35,-,0,-15,0股,340.58%,0.28%
2018/3/20,股票,万科A(000002.XSHE),多,200股,200股,31.34,6268,5153.54,5.57,-,0,-48,0股,462.43%,0.35%
2018/3/20,股票,格力电器(000651.XSHE),多,100股,100股,52.2,5220,4114.61,11.05,-,0,-73,0股,372.23%,0.30%
2018/3/20,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/20,,Cash,,,,,1741201.68,,,,,,,,
2018/3/21,股票,招商银行(600036.XSHG),多,100股,100股,31.26,3126,2248.78,8.77,-,0,27,0股,256.36%,0.18%
2018/3/21,股票,长江电力(600900.XSHG),多,100股,100股,16.63,1663,1264.97,3.98,-,0,-5,0股,317.81%,0.09%
2018/3/21,股票,宁波银行(002142.XSHE),多,84股,84股,20.11,1689.24,1260.19,5.11,-,0,21,0股,293.72%,0.10%
2018/3/21,股票,上海机场(600009.XSHG),多,100股,100股,49.99,4999,3864.36,11.35,-,0,0,0股,340.58%,0.28%
2018/3/21,股票,万科A(000002.XSHE),多,200股,200股,31.66,6332,5217.54,5.57,-,0,64,0股,468.17%,0.36%
2018/3/21,股票,格力电器(000651.XSHE),多,100股,100股,51.7,5170,4064.61,11.05,-,0,-50,0股,367.71%,0.29%
2018/3/21,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/21,,Cash,,,,,1741201.68,,,,,,,,
2018/3/22,股票,招商银行(600036.XSHG),多,100股,100股,31.23,3123,2245.78,8.77,-,0,-3,0股,256.01%,0.18%
2018/3/22,股票,长江电力(600900.XSHG),多,100股,100股,16.51,1651,1252.97,3.98,-,0,-12,0股,314.79%,0.09%
2018/3/22,股票,宁波银行(002142.XSHE),多,84股,84股,19.64,1649.76,1220.71,5.11,-,0,-39.48,0股,284.52%,0.09%
2018/3/22,股票,上海机场(600009.XSHG),多,100股,100股,50.79,5079,3944.36,11.35,-,0,80,0股,347.63%,0.29%
2018/3/22,股票,万科A(000002.XSHE),多,200股,200股,31.18,6236,5121.54,5.57,-,0,-96,0股,459.56%,0.35%
2018/3/22,股票,格力电器(000651.XSHE),多,100股,100股,49.9,4990,3884.61,11.05,-,0,-180,0股,351.43%,0.28%
2018/3/22,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/22,,Cash,,,,,1741201.68,,,,,,,,
2018/3/23,股票,招商银行(600036.XSHG),多,100股,100股,30.31,3031,2153.78,8.77,-,0,-92,0股,245.53%,0.17%
2018/3/23,股票,长江电力(600900.XSHG),多,100股,100股,16.49,1649,1250.97,3.98,-,0,-2,0股,314.29%,0.09%
2018/3/23,股票,宁波银行(002142.XSHE),多,84股,84股,19.42,1631.28,1202.23,5.11,-,0,-18.48,0股,280.21%,0.09%
2018/3/23,股票,上海机场(600009.XSHG),多,100股,100股,50.78,5078,3943.36,11.35,-,0,-1,0股,347.54%,0.29%
2018/3/23,股票,万科A(000002.XSHE),多,200股,200股,31.07,6214,5099.54,5.57,-,0,-22,0股,457.58%,0.35%
2018/3/23,股票,格力电器(000651.XSHE),多,100股,100股,48.88,4888,3782.61,11.05,-,0,-102,0股,342.20%,0.28%
2018/3/23,股票,万华化学(600309.XSHG),多,120股,120股,37.94,4552.8,3091.8,12.18,-,0,0,0股,211.62%,0.26%
2018/3/23,,Cash,,,,,1741201.68,,,,,,,,
2018/3/26,股票,招商银行(600036.XSHG),多,100股,100股,29.11,2911,2033.78,8.77,-,0,-120,0股,231.85%,0.16%
2018/3/26,股票,长江电力(600900.XSHG),多,100股,100股,16.37,1637,1238.97,3.98,-,0,-12,0股,311.28%,0.09%
2018/3/26,股票,宁波银行(002142.XSHE),多,84股,84股,18.77,1576.68,1147.63,5.11,-,0,-54.6,0股,267.49%,0.09%
2018/3/26,股票,上海机场(600009.XSHG),多,100股,100股,50.03,5003,3868.36,11.35,-,0,-75,0股,340.93%,0.28%
2018/3/26,股票,万科A(000002.XSHE),多,200股,200股,30.33,6066,4951.54,5.57,-,0,-148,0股,444.30%,0.34%
2018/3/26,股票,格力电器(000651.XSHE),多,100股,100股,48.13,4813,3707.61,11.05,-,0,-75,0股,335.41%,0.27%
