日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2015/3/17,股票,格力电器(000651.XSHE),多,3900股,3900股,41.05,160095,53830,27.25,-,0,156,0股,50.66%,15.39%
2015/3/17,股票,万华化学(600309.XSHG),多,2400股,2400股,22.35,53640,16176,15.61,-,0,-1128,0股,43.18%,5.16%
2015/3/17,,Cash,,,,,547.36,,,,,,,,
2015/3/18,股票,招商银行(600036.XSHG),多,14200股,14200股,15.74,223508,89404,9.44,-,0,4686,0股,66.67%,21.17%
2015/3/18,股票,长江电力(600900.XSHG),多,11000股,11000股,10.5,115500,55171.62,5.48,-,0,440,0股,91.45%,10.94%
2015/3/18,股票,宁波银行(002142.XSHE),多,13400股,13400股,18.38,246292,131994,8.53,-,0,-1876,0股,115.48%,23.33%
2015/3/18,股票,上海机场(600009.XSHG),多,2200股,2200股,25.23,55506,27860,12.57,-,0,-88,0股,100.77%,5.26%
2015/3/18,股票,万科A(000002.XSHE),多,14900股,14900股,13.14,195786,82810,7.58,-,0,7599,0股,73.30%,18.54%
2015/3/18,股票,格力电器(000651.XSHE),多,3900股,3900股,42.02,163878,57613,27.25,-,0,3783,0股,54.22%,15.52%
2015/3/18,股票,万华化学(600309.XSHG),多,2400股,2400股,22.85,54840,17376,15.61,-,0,1200,0股,46.38%,5.19%
2015/3/18,,Cash,,,,,547.36,,,,,,,,
2015/3/19,股票,招商银行(600036.XSHG),多,14200股,14200股,15.68,222656,88552,9.44,-,0,-852,0股,66.03%,21.22%
2015/3/19,股票,长江电力(600900.XSHG),多,11000股,11000股,10.76,118360,58031.62,5.48,-,0,2860,0股,96.19%,11.28%
2015/3/19,股票,宁波银行(002142.XSHE),多,13400股,13400股,17.89,239726,125428,8.53,-,0,-6566,0股,109.74%,22.85%
2015/3/19,股票,上海机场(600009.XSHG),多,2200股,2200股,24.6,54120,26474,12.57,-,0,-1386,0股,95.76%,5.16%
2015/3/19,股票,万科A(000002.XSHE),多,14900股,14900股,12.87,191763,78787,7.58,-,0,-4023,0股,69.74%,18.28%
2015/3/19,股票,格力电器(000651.XSHE),多,3900股,3900股,42.72,166608,60343,27.25,-,0,2730,0股,56.79%,15.88%
2015/3/19,股票,万华化学(600309.XSHG),多,2400股,2400股,23.1,55440,17976,15.61,-,0,600,0股,47.98%,5.28%
2015/3/19,,Cash,,,,,547.36,,,,,,,,
2015/3/20,股票,招商银行(600036.XSHG),多,14200股,14200股,15.69,222798,88694,9.44,-,0,142,0股,66.14%,21.15%
2015/3/20,股票,长江电力(600900.XSHG),多,11000股,11000股,10.83,119130,58801.62,5.48,-,0,770,0股,97.47%,11.31%
2015/3/20,股票,宁波银行(002142.XSHE),多,13400股,13400股,18,241200,126902,8.53,-,0,1474,0股,111.03%,22.90%
2015/3/20,股票,上海机场(600009.XSHG),多,2200股,2200股,24.31,53482,25836,12.57,-,0,-638,0股,93.45%,5.08%
2015/3/20,股票,万科A(000002.XSHE),多,14900股,14900股,13.14,195786,82810,7.58,-,0,4023,0股,73.30%,18.59%
2015/3/20,股票,格力电器(000651.XSHE),多,3900股,3900股,42.29,164931,58666,27.25,-,0,-1677,0股,55.21%,15.66%
2015/3/20,股票,万华化学(600309.XSHG),多,2400股,2400股,23.04,55296,17832,15.61,-,0,-144,0股,47.60%,5.25%
2015/3/20,,Cash,,,,,547.36,,,,,,,,
2015/3/23,股票,招商银行(600036.XSHG),多,14200股,14200股,15.79,224218,90114,9.44,-,0,1420,0股,67.20%,21.04%
2015/3/23,股票,长江电力(600900.XSHG),多,11000股,11000股,11.21,123310,62981.62,5.48,-,0,4180,0股,104.40%,11.57%
2015/3/23,股票,宁波银行(002142.XSHE),多,13400股,13400股,18.04,241736,127438,8.53,-,0,536,0股,111.50%,22.68%
2015/3/23,股票,上海机场(600009.XSHG),多,2200股,2200股,24.91,54802,27156,12.57,-,0,1320,0股,98.23%,5.14%
2015/3/23,股票,万科A(000002.XSHE),多,14900股,14900股,13.36,199064,86088,7.58,-,0,3278,0股,76.20%,18.68%
2015/3/23,股票,格力电器(000651.XSHE),多,3900股,3900股,42.77,166803,60538,27.25,-,0,1872,0股,56.97%,15.65%
2015/3/23,股票,万华化学(600309.XSHG),多,2400股,2400股,23.07,55368,17904,15.61,-,0,72,0股,47.79%,5.19%
2015/3/23,,Cash,,,,,547.36,,,,,,,,
2015/3/24,股票,招商银行(600036.XSHG),多,14200股,14200股,15.56,220952,86848,9.44,-,0,-3266,0股,64.76%,21%
2015/3/24,股票,长江电力(600900.XSHG),多,11000股,11000股,11.2,123200,62871.62,5.48,-,0,-110,0股,104.22%,11.71%
2015/3/24,股票,宁波银行(002142.XSHE),多,13400股,13400股,17.82,238788,124490,8.53,-,0,-2948,0股,108.92%,22.70%
2015/3/24,股票,上海机场(600009.XSHG),多,2200股,2200股,25.26,55572,27926,12.57,-,0,770,0股,101.01%,5.28%
2015/3/24,股票,万科A(000002.XSHE),多,14900股,14900股,13.05,194445,81469,7.58,-,0,-4619,0股,72.11%,18.48%
2015/3/24,股票,格力电器(000651.XSHE),多,3900股,3900股,42.18,164502,58237,27.25,-,0,-2301,0股,54.80%,15.64%
2015/3/24,股票,万华化学(600309.XSHG),多,2400股,2400股,22.54,54096,16632,15.61,-,0,-1272,0股,44.39%,5.14%
2015/3/24,,Cash,,,,,547.36,,,,,,,,
2015/3/25,股票,招商银行(600036.XSHG),多,14200股,14200股,15.16,215272,81168,9.44,-,0,-5680,0股,60.53%,20.95%
2015/3/25,股票,长江电力(600900.XSHG),多,11000股,11000股,10.83,119130,58801.62,5.48,-,0,-4070,0股,97.47%,11.59%
2015/3/25,股票,宁波银行(002142.XSHE),多,13400股,13400股,17.32,232088,117790,8.53,-,0,-6700,0股,103.06%,22.58%
2015/3/25,股票,上海机场(600009.XSHG),多,2200股,2200股,24.23,53306,25660,12.57,-,0,-2266,0股,92.82%,5.19%
2015/3/25,股票,万科A(000002.XSHE),多,14900股,14900股,12.78,190422,77446,7.58,-,0,-4023,0股,68.55%,18.53%
2015/3/25,股票,格力电器(000651.XSHE),多,3900股,3900股,41.81,163059,56794,27.25,-,0,-1443,0股,53.45%,15.87%
2015/3/25,股票,万华化学(600309.XSHG),多,2400股,2400股,22.48,53952,16488,15.61,-,0,-144,0股,44.01%,5.25%
2015/3/25,,Cash,,,,,547.36,,,,,,,,
2015/3/26,股票,招商银行(600036.XSHG),多,14200股,14200股,15.22,216124,82020,9.44,-,0,852,0股,61.16%,20.73%
2015/3/26,股票,长江电力(600900.XSHG),多,11000股,11000股,10.85,119350,59021.62,5.48,-,0,220,0股,97.83%,11.45%
2015/3/26,股票,宁波银行(002142.XSHE),多,13400股,13400股,18.17,243478,129180,8.53,-,0,11390,0股,113.02%,23.35%
2015/3/26,股票,上海机场(600009.XSHG),多,2200股,2200股,23.78,52316,24670,12.57,-,0,-990,0股,89.24%,5.02%
2015/3/26,股票,万科A(000002.XSHE),多,14900股,14900股,12.95,192955,79979,7.58,-,0,2533,0股,70.79%,18.51%
2015/3/26,股票,格力电器(000651.XSHE),多,3900股,3900股,41.83,163137,56872,27.25,-,0,78,0股,53.52%,15.65%
2015/3/26,股票,万华化学(600309.XSHG),多,2400股,2400股,22.83,54792,17328,15.61,-,0,840,0股,46.25%,5.25%
2015/3/26,,Cash,,,,,547.36,,,,,,,,
2015/3/27,股票,招商银行(600036.XSHG),多,14200股,14200股,15.26,216692,82588,9.44,-,0,568,0股,61.59%,20.69%
2015/3/27,股票,长江电力(600900.XSHG),多,11000股,11000股,10.73,118030,57701.62,5.48,-,0,-1320,0股,95.65%,11.27%
2015/3/27,股票,宁波银行(002142.XSHE),多,13400股,13400股,17.82,238788,124490,8.53,-,0,-4690,0股,108.92%,22.80%
2015/3/27,股票,上海机场(600009.XSHG),多,2200股,2200股,23.83,52426,24780,12.57,-,0,110,0股,89.63%,5.01%
2015/3/27,股票,万科A(000002.XSHE),多,14900股,14900股,13.35,198915,85939,7.58,-,0,5960,0股,76.07%,18.99%
2015/3/27,股票,格力电器(000651.XSHE),多,3900股,3900股,43.1,168090,61825,27.25,-,0,4953,0股,58.18%,16.05%
2015/3/27,股票,万华化学(600309.XSHG),多,2400股,2400股,22.49,53976,16512,15.61,-,0,-816,0股,44.07%,5.15%
2015/3/27,,Cash,,,,,547.36,,,,,,,,
2015/3/30,股票,招商银行(600036.XSHG),多,14200股,14200股,15.74,223508,89404,9.44,-,0,6816,0股,66.67%,20.58%
2015/3/30,股票,长江电力(600900.XSHG),多,11000股,11000股,10.99,120890,60561.62,5.48,-,0,2860,0股,100.39%,11.13%
2015/3/30,股票,宁波银行(002142.XSHE),多,13400股,13400股,18.25,244550,130252,8.53,-,0,5762,0股,113.96%,22.51%
2015/3/30,股票,上海机场(600009.XSHG),多,2200股,2200股,24.55,54010,26364,12.57,-,0,1584,0股,95.36%,4.97%
2015/3/30,股票,万科A(000002.XSHE),多,14900股,14900股,14.24,212176,99200,7.58,-,0,13261,0股,87.81%,19.53%
2015/3/30,股票,格力电器(000651.XSHE),多,3900股,3900股,44.4,173160,66895,27.25,-,0,5070,0股,62.95%,15.94%
2015/3/30,股票,万华化学(600309.XSHG),多,2400股,2400股,23.92,57408,19944,15.61,-,0,3432,0股,53.24%,5.28%
2015/3/30,,Cash,,,,,547.36,,,,,,,,
2015/3/31,股票,招商银行(600036.XSHG),多,14200股,14200股,15.57,221094,86990,9.44,-,0,-2414,0股,64.87%,20.70%
2015/3/31,股票,长江电力(600900.XSHG),多,11000股,11000股,10.89,119790,59461.62,5.48,-,0,-1100,0股,98.56%,11.21%
2015/3/31,股票,宁波银行(002142.XSHE),多,13400股,13400股,17.85,239190,124892,8.53,-,0,-5360,0股,109.27%,22.39%
2015/3/31,股票,上海机场(600009.XSHG),多,2200股,2200股,24.14,53108,25462,12.57,-,0,-902,0股,92.10%,4.97%
2015/3/31,股票,万科A(000002.XSHE),多,14900股,14900股,13.82,205918,92942,7.58,-,0,-6258,0股,82.27%,19.28%
2015/3/31,股票,格力电器(000651.XSHE),多,3900股,3900股,43.78,170742,64477,27.25,-,0,-2418,0股,60.68%,15.98%
2015/3/31,股票,万华化学(600309.XSHG),多,2400股,2400股,24.12,57888,20424,15.61,-,0,480,0股,54.52%,5.42%
2015/3/31,,Cash,,,,,547.36,,,,,,,,
2015/4/1,股票,招商银行(600036.XSHG),多,14200股,14200股,15.73,223366,89262,9.44,-,0,2272,0股,66.56%,20.79%
2015/4/1,股票,长江电力(600900.XSHG),多,11000股,11000股,10.89,119790,59461.62,5.48,-,0,0,0股,98.56%,11.15%
2015/4/1,股票,宁波银行(002142.XSHE),多,13400股,13400股,17.9,239860,125562,8.53,-,0,670,0股,109.85%,22.33%
2015/4/1,股票,上海机场(600009.XSHG),多,2200股,2200股,24.51,53922,26276,12.57,-,0,814,0股,95.04%,5.02%
2015/4/1,股票,万科A(000002.XSHE),多,14900股,14900股,13.72,204428,91452,7.58,-,0,-1490,0股,80.95%,19.03%
2015/4/1,股票,格力电器(000651.XSHE),多,3900股,3900股,44.7,174330,68065,27.25,-,0,3588,0股,64.05%,16.23%
2015/4/1,股票,万华化学(600309.XSHG),多,2400股,2400股,24.17,58008,20544,15.61,-,0,120,0股,54.84%,5.40%
2015/4/1,,Cash,,,,,547.36,,,,,,,,
2015/4/2,股票,招商银行(600036.XSHG),多,14200股,14200股,15.66,222372,88268,9.44,-,0,-994,0股,65.82%,20.83%
2015/4/2,股票,长江电力(600900.XSHG),多,11000股,11000股,10.7,117700,57371.62,5.48,-,0,-2090,0股,95.10%,11.03%
2015/4/2,股票,宁波银行(002142.XSHE),多,13400股,13400股,17.86,239324,125026,8.53,-,0,-536,0股,109.39%,22.42%
2015/4/2,股票,上海机场(600009.XSHG),多,2200股,2200股,24.66,54252,26606,12.57,-,0,330,0股,96.24%,5.08%
2015/4/2,股票,万科A(000002.XSHE),多,14900股,14900股,13.59,202491,89515,7.58,-,0,-1937,0股,79.23%,18.97%
2015/4/2,股票,格力电器(000651.XSHE),多,3900股,3900股,44.33,172887,66622,27.25,-,0,-1443,0股,62.69%,16.20%
2015/4/2,股票,万华化学(600309.XSHG),多,2400股,2400股,24.13,57912,20448,15.61,-,0,-96,0股,54.58%,5.43%
2015/4/2,,Cash,,,,,547.36,,,,,,,,
2015/4/3,股票,招商银行(600036.XSHG),多,14200股,14200股,15.66,222372,88268,9.44,-,0,0,0股,65.82%,20.72%
2015/4/3,股票,长江电力(600900.XSHG),多,11000股,11000股,10.85,119350,59021.62,5.48,-,0,1650,0股,97.83%,11.12%
2015/4/3,股票,宁波银行(002142.XSHE),多,13400股,13400股,18.17,243478,129180,8.53,-,0,4154,0股,113.02%,22.69%
2015/4/3,股票,上海机场(600009.XSHG),多,2200股,2200股,25.89,56958,29312,12.57,-,0,2706,0股,106.03%,5.31%
2015/4/3,股票,万科A(000002.XSHE),多,14900股,14900股,13.45,200405,87429,7.58,-,0,-2086,0股,77.39%,18.68%
2015/4/3,股票,格力电器(000651.XSHE),多,3900股,3900股,43.99,171561,65296,27.25,-,0,-1326,0股,61.45%,15.99%
2015/4/3,股票,万华化学(600309.XSHG),多,2400股,2400股,24.34,58416,20952,15.61,-,0,504,0股,55.93%,5.44%
2015/4/3,,Cash,,,,,547.36,,,,,,,,
2015/4/7,股票,招商银行(600036.XSHG),多,14200股,14200股,15.66,222372,88268,9.44,-,0,0,0股,65.82%,20.41%
2015/4/7,股票,长江电力(600900.XSHG),多,11000股,11000股,11.19,123090,62761.62,5.48,-,0,3740,0股,104.03%,11.30%
2015/4/7,股票,宁波银行(002142.XSHE),多,13400股,13400股,18.55,248570,134272,8.53,-,0,5092,0股,117.48%,22.81%
2015/4/7,股票,上海机场(600009.XSHG),多,2200股,2200股,25.91,57002,29356,12.57,-,0,44,0股,106.19%,5.23%
2015/4/7,股票,万科A(000002.XSHE),多,14900股,14900股,13.72,204428,91452,7.58,-,0,4023,0股,80.95%,18.76%
2015/4/7,股票,格力电器(000651.XSHE),多,3900股,3900股,44.37,173043,66778,27.25,-,0,1482,0股,62.84%,15.88%
2015/4/7,股票,万华化学(600309.XSHG),多,2400股,2400股,25.23,60552,23088,15.61,-,0,2136,0股,61.63%,5.56%
2015/4/7,,Cash,,,,,547.36,,,,,,,,
2015/4/8,股票,招商银行(600036.XSHG),多,14200股,14200股,15.66,222372,88268,9.44,-,0,0,0股,65.82%,20.10%
2015/4/8,股票,长江电力(600900.XSHG),多,11000股,11000股,11.29,124190,63861.62,5.48,-,0,1100,0股,105.86%,11.23%
2015/4/8,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.59,262506,148208,8.53,-,0,13936,0股,129.67%,23.73%
2015/4/8,股票,上海机场(600009.XSHG),多,2200股,2200股,25.29,55638,27992,12.57,-,0,-1364,0股,101.25%,5.03%
2015/4/8,股票,万科A(000002.XSHE),多,14900股,14900股,13.82,205918,92942,7.58,-,0,1490,0股,82.27%,18.61%
2015/4/8,股票,格力电器(000651.XSHE),多,3900股,3900股,45.11,175929,69664,27.25,-,0,2886,0股,65.56%,15.90%
2015/4/8,股票,万华化学(600309.XSHG),多,2400股,2400股,24.67,59208,21744,15.61,-,0,-1344,0股,58.04%,5.35%
2015/4/8,,Cash,,,,,547.36,,,,,,,,
2015/4/9,股票,招商银行(600036.XSHG),多,14200股,14200股,15.66,222372,88268,9.44,-,0,0,0股,65.82%,20.07%
2015/4/9,股票,长江电力(600900.XSHG),多,11000股,11000股,11.18,122980,62651.62,5.48,-,0,-1210,0股,103.85%,11.10%
2015/4/9,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.44,260496,146198,8.53,-,0,-2010,0股,127.91%,23.52%
2015/4/9,股票,上海机场(600009.XSHG),多,2200股,2200股,24.51,53922,26276,12.57,-,0,-1716,0股,95.04%,4.87%
2015/4/9,股票,万科A(000002.XSHE),多,14900股,14900股,14.64,218136,105160,7.58,-,0,12218,0股,93.08%,19.69%
2015/4/9,股票,格力电器(000651.XSHE),多,3900股,3900股,44,171600,65335,27.25,-,0,-4329,0股,61.48%,15.49%
2015/4/9,股票,万华化学(600309.XSHG),多,2400股,2400股,24.04,57696,20232,15.61,-,0,-1512,0股,54%,5.21%
2015/4/9,,Cash,,,,,547.36,,,,,,,,
2015/4/10,股票,招商银行(600036.XSHG),多,14200股,14200股,15.66,222372,88268,9.44,-,0,0,0股,65.82%,19.93%
2015/4/10,股票,长江电力(600900.XSHG),多,11000股,11000股,11.28,124080,63751.62,5.48,-,0,1100,0股,105.67%,11.12%
2015/4/10,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.98,267732,153434,8.53,-,0,7236,0股,134.24%,23.99%
2015/4/10,股票,上海机场(600009.XSHG),多,2200股,2200股,24.85,54670,27024,12.57,-,0,748,0股,97.75%,4.90%
2015/4/10,股票,万科A(000002.XSHE),多,14900股,14900股,14.32,213368,100392,7.58,-,0,-4768,0股,88.86%,19.12%
2015/4/10,股票,格力电器(000651.XSHE),多,3900股,3900股,44.86,174954,68689,27.25,-,0,3354,0股,64.64%,15.68%
2015/4/10,股票,万华化学(600309.XSHG),多,2400股,2400股,24.22,58128,20664,15.61,-,0,432,0股,55.16%,5.21%
2015/4/10,,Cash,,,,,547.36,,,,,,,,
2015/4/13,股票,招商银行(600036.XSHG),多,14200股,14200股,17.23,244666,110562,9.44,-,0,22294,0股,82.44%,21.34%
2015/4/13,股票,长江电力(600900.XSHG),多,11000股,11000股,11.61,127710,67381.62,5.48,-,0,3630,0股,111.69%,11.14%
2015/4/13,股票,宁波银行(002142.XSHE),多,13400股,13400股,20.03,268402,154104,8.53,-,0,670,0股,134.83%,23.41%
2015/4/13,股票,上海机场(600009.XSHG),多,2200股,2200股,25.16,55352,27706,12.57,-,0,682,0股,100.22%,4.83%
2015/4/13,股票,万科A(000002.XSHE),多,14900股,14900股,14.37,214113,101137,7.58,-,0,745,0股,89.52%,18.68%
2015/4/13,股票,格力电器(000651.XSHE),多,3900股,3900股,44.93,175227,68962,27.25,-,0,273,0股,64.90%,15.29%
2015/4/13,股票,万华化学(600309.XSHG),多,2400股,2400股,25.15,60360,22896,15.61,-,0,2232,0股,61.11%,5.27%
2015/4/13,,Cash,,,,,547.36,,,,,,,,
2015/4/14,股票,招商银行(600036.XSHG),多,14200股,14200股,17.48,248216,114112,9.44,-,0,3550,0股,85.09%,21.78%
2015/4/14,股票,长江电力(600900.XSHG),多,11000股,11000股,11.87,130570,70241.62,5.48,-,0,2860,0股,116.43%,11.45%
2015/4/14,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.45,260630,146332,8.53,-,0,-7772,0股,128.03%,22.86%
2015/4/14,股票,上海机场(600009.XSHG),多,2200股,2200股,25.88,56936,29290,12.57,-,0,1584,0股,105.95%,4.99%
2015/4/14,股票,万科A(000002.XSHE),多,14900股,14900股,14.12,210388,97412,7.58,-,0,-3725,0股,86.22%,18.46%
2015/4/14,股票,格力电器(000651.XSHE),多,3900股,3900股,43.98,171522,65257,27.25,-,0,-3705,0股,61.41%,15.05%
2015/4/14,股票,万华化学(600309.XSHG),多,2400股,2400股,25.45,61080,23616,15.61,-,0,720,0股,63.04%,5.36%
2015/4/14,,Cash,,,,,547.36,,,,,,,,
2015/4/15,股票,招商银行(600036.XSHG),多,14200股,14200股,17.87,253754,119650,9.44,-,0,5538,0股,89.22%,22.36%
2015/4/15,股票,长江电力(600900.XSHG),多,11000股,11000股,11.59,127490,67161.62,5.48,-,0,-3080,0股,111.33%,11.23%
2015/4/15,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.4,259960,145662,8.53,-,0,-670,0股,127.44%,22.90%
2015/4/15,股票,上海机场(600009.XSHG),多,2200股,2200股,25.97,57134,29488,12.57,-,0,198,0股,106.66%,5.03%
2015/4/15,股票,万科A(000002.XSHE),多,14900股,14900股,13.9,207110,94134,7.58,-,0,-3278,0股,83.32%,18.25%
2015/4/15,股票,格力电器(000651.XSHE),多,3900股,3900股,42.94,167466,61201,27.25,-,0,-4056,0股,57.59%,14.75%
2015/4/15,股票,万华化学(600309.XSHG),多,2400股,2400股,25.68,61632,24168,15.61,-,0,552,0股,64.51%,5.43%
2015/4/15,,Cash,,,,,547.36,,,,,,,,
2015/4/16,股票,招商银行(600036.XSHG),多,14200股,14200股,18.81,267102,132998,9.44,-,0,13348,0股,99.18%,22.72%
2015/4/16,股票,长江电力(600900.XSHG),多,11000股,11000股,12.24,134640,74311.62,5.48,-,0,7150,0股,123.18%,11.45%
2015/4/16,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.53,261702,147404,8.53,-,0,1742,0股,128.96%,22.26%
2015/4/16,股票,上海机场(600009.XSHG),多,2200股,2200股,26.95,59290,31644,12.57,-,0,2156,0股,114.46%,5.04%
2015/4/16,股票,万科A(000002.XSHE),多,14900股,14900股,14.3,213070,100094,7.58,-,0,5960,0股,88.60%,18.13%
2015/4/16,股票,格力电器(000651.XSHE),多,3900股,3900股,45.12,175968,69703,27.25,-,0,8502,0股,65.59%,14.97%
2015/4/16,股票,万华化学(600309.XSHG),多,2400股,2400股,26.32,63168,25704,15.61,-,0,1536,0股,68.61%,5.37%
2015/4/16,,Cash,,,,,547.36,,,,,,,,
2015/4/17,股票,招商银行(600036.XSHG),多,14200股,14200股,18.32,260144,126040,9.44,-,0,-6958,0股,93.99%,21.91%
2015/4/17,股票,长江电力(600900.XSHG),多,11000股,11000股,12.48,137280,76951.62,5.48,-,0,2640,0股,127.55%,11.56%
2015/4/17,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.8,265320,151022,8.53,-,0,3618,0股,132.13%,22.35%
2015/4/17,股票,上海机场(600009.XSHG),多,2200股,2200股,26.87,59114,31468,12.57,-,0,-176,0股,113.82%,4.98%
2015/4/17,股票,万科A(000002.XSHE),多,14900股,14900股,14.67,218583,105607,7.58,-,0,5513,0股,93.48%,18.41%
2015/4/17,股票,格力电器(000651.XSHE),多,3900股,3900股,46.95,183105,76840,27.25,-,0,7137,0股,72.31%,15.42%
2015/4/17,股票,万华化学(600309.XSHG),多,2400股,2400股,26.32,63168,25704,15.61,-,0,0,0股,68.61%,5.32%
2015/4/17,,Cash,,,,,547.36,,,,,,,,
2015/4/20,股票,招商银行(600036.XSHG),多,14200股,14200股,17.81,252902,118798,9.44,-,0,-7242,0股,88.59%,21.97%
2015/4/20,股票,长江电力(600900.XSHG),多,11000股,11000股,12.27,134970,74641.62,5.48,-,0,-2310,0股,123.73%,11.72%
2015/4/20,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.07,255538,141240,8.53,-,0,-9782,0股,123.57%,22.20%
2015/4/20,股票,上海机场(600009.XSHG),多,2200股,2200股,25.61,56342,28696,12.57,-,0,-2772,0股,103.80%,4.89%
2015/4/20,股票,万科A(000002.XSHE),多,14900股,14900股,14.21,211729,98753,7.58,-,0,-6854,0股,87.41%,18.39%
2015/4/20,股票,格力电器(000651.XSHE),多,3900股,3900股,45.81,178659,72394,27.25,-,0,-4446,0股,68.13%,15.52%
2015/4/20,股票,万华化学(600309.XSHG),多,2400股,2400股,25.24,60576,23112,15.61,-,0,-2592,0股,61.69%,5.26%
2015/4/20,,Cash,,,,,547.36,,,,,,,,
2015/4/21,股票,招商银行(600036.XSHG),多,14200股,14200股,18.17,258014,123910,9.44,-,0,5112,0股,92.40%,21.73%
2015/4/21,股票,长江电力(600900.XSHG),多,11000股,11000股,12.86,141460,81131.62,5.48,-,0,6490,0股,134.48%,11.91%
2015/4/21,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.38,259692,145394,8.53,-,0,4154,0股,127.21%,21.87%
2015/4/21,股票,上海机场(600009.XSHG),多,2200股,2200股,26.35,57970,30324,12.57,-,0,1628,0股,109.69%,4.88%
2015/4/21,股票,万科A(000002.XSHE),多,14900股,14900股,14.48,215752,102776,7.58,-,0,4023,0股,90.97%,18.17%
2015/4/21,股票,格力电器(000651.XSHE),多,3900股,3900股,49.18,191802,85537,27.25,-,0,13143,0股,80.49%,16.15%
2015/4/21,股票,万华化学(600309.XSHG),多,2400股,2400股,25.87,62088,24624,15.61,-,0,1512,0股,65.73%,5.23%
2015/4/21,,Cash,,,,,547.36,,,,,,,,
2015/4/22,股票,招商银行(600036.XSHG),多,14200股,14200股,18.41,261422,127318,9.44,-,0,3408,0股,94.94%,21.59%
2015/4/22,股票,长江电力(600900.XSHG),多,11000股,11000股,13.26,145860,85531.62,5.48,-,0,4400,0股,141.78%,12.05%
2015/4/22,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.74,264516,150218,8.53,-,0,4824,0股,131.43%,21.84%
2015/4/22,股票,上海机场(600009.XSHG),多,2200股,2200股,26.93,59246,31600,12.57,-,0,1276,0股,114.30%,4.89%
2015/4/22,股票,万科A(000002.XSHE),多,14900股,14900股,14.88,221712,108736,7.58,-,0,5960,0股,96.25%,18.31%
2015/4/22,股票,格力电器(000651.XSHE),多,3900股,3900股,49.88,194532,88267,27.25,-,0,2730,0股,83.06%,16.07%
2015/4/22,股票,万华化学(600309.XSHG),多,2400股,2400股,26.27,63048,25584,15.61,-,0,960,0股,68.29%,5.21%
2015/4/22,,Cash,,,,,547.36,,,,,,,,
2015/4/23,股票,招商银行(600036.XSHG),多,14200股,14200股,18.17,258014,123910,9.44,-,0,-3408,0股,92.40%,21.59%
2015/4/23,股票,长江电力(600900.XSHG),多,11000股,11000股,12.96,142560,82231.62,5.48,-,0,-3300,0股,136.31%,11.93%
2015/4/23,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.35,259290,144992,8.53,-,0,-5226,0股,126.85%,21.69%
2015/4/23,股票,上海机场(600009.XSHG),多,2200股,2200股,27.02,59444,31798,12.57,-,0,198,0股,115.02%,4.97%
2015/4/23,股票,万科A(000002.XSHE),多,14900股,14900股,14.76,219924,106948,7.58,-,0,-1788,0股,94.66%,18.40%
2015/4/23,股票,格力电器(000651.XSHE),多,3900股,3900股,49.04,191256,84991,27.25,-,0,-3276,0股,79.98%,16%
2015/4/23,股票,万华化学(600309.XSHG),多,2400股,2400股,26.78,64272,26808,15.61,-,0,1224,0股,71.56%,5.38%
2015/4/23,,Cash,,,,,547.36,,,,,,,,
2015/4/24,股票,招商银行(600036.XSHG),多,14200股,14200股,17.7,251340,117236,9.44,-,0,-6674,0股,87.42%,21.50%
2015/4/24,股票,长江电力(600900.XSHG),多,11000股,11000股,12.6,138600,78271.62,5.48,-,0,-3960,0股,129.74%,11.86%
2015/4/24,股票,宁波银行(002142.XSHE),多,13400股,13400股,18.82,252188,137890,8.53,-,0,-7102,0股,120.64%,21.57%
2015/4/24,股票,上海机场(600009.XSHG),多,2200股,2200股,26.81,58982,31336,12.57,-,0,-462,0股,113.35%,5.05%
2015/4/24,股票,万科A(000002.XSHE),多,14900股,14900股,14.42,214858,101882,7.58,-,0,-5066,0股,90.18%,18.38%
2015/4/24,股票,格力电器(000651.XSHE),多,3900股,3900股,48.48,189072,82807,27.25,-,0,-2184,0股,77.92%,16.17%
2015/4/24,股票,万华化学(600309.XSHG),多,2400股,2400股,26.4,63360,25896,15.61,-,0,-912,0股,69.12%,5.42%
2015/4/24,,Cash,,,,,547.36,,,,,,,,
2015/4/27,股票,招商银行(600036.XSHG),多,14200股,14200股,18.44,261848,127744,9.44,-,0,10508,0股,95.26%,21.60%
2015/4/27,股票,长江电力(600900.XSHG),多,11000股,11000股,13.09,143990,83661.62,5.48,-,0,5390,0股,138.68%,11.88%
2015/4/27,股票,宁波银行(002142.XSHE),多,13400股,13400股,19.6,262640,148342,8.53,-,0,10452,0股,129.79%,21.67%
